# depth maps
# file: 'rgbd_dataset_freiburg3_nostructure_texture_far.bag'
# timestamp filename
1341839845.462040 depth/1341839845.462040.png
1341839845.498297 depth/1341839845.498297.png
1341839845.529885 depth/1341839845.529885.png
1341839845.562063 depth/1341839845.562063.png
1341839845.598119 depth/1341839845.598119.png
1341839845.629851 depth/1341839845.629851.png
1341839845.665999 depth/1341839845.665999.png
1341839845.698062 depth/1341839845.698062.png
1341839845.730047 depth/1341839845.730047.png
1341839845.766105 depth/1341839845.766105.png
1341839845.798300 depth/1341839845.798300.png
1341839845.833879 depth/1341839845.833879.png
1341839845.865910 depth/1341839845.865910.png
1341839845.897890 depth/1341839845.897890.png
1341839845.933779 depth/1341839845.933779.png
1341839845.966029 depth/1341839845.966029.png
1341839845.997938 depth/1341839845.997938.png
1341839846.033952 depth/1341839846.033952.png
1341839846.065934 depth/1341839846.065934.png
1341839846.101957 depth/1341839846.101957.png
1341839846.133874 depth/1341839846.133874.png
1341839846.165882 depth/1341839846.165882.png
1341839846.201972 depth/1341839846.201972.png
1341839846.233832 depth/1341839846.233832.png
1341839846.266195 depth/1341839846.266195.png
1341839846.302154 depth/1341839846.302154.png
1341839846.333876 depth/1341839846.333876.png
1341839846.369851 depth/1341839846.369851.png
1341839846.402028 depth/1341839846.402028.png
1341839846.433950 depth/1341839846.433950.png
1341839846.469942 depth/1341839846.469942.png
1341839846.501959 depth/1341839846.501959.png
1341839846.535077 depth/1341839846.535077.png
1341839846.569937 depth/1341839846.569937.png
1341839846.602829 depth/1341839846.602829.png
1341839846.637849 depth/1341839846.637849.png
1341839846.669997 depth/1341839846.669997.png
1341839846.701860 depth/1341839846.701860.png
1341839846.737969 depth/1341839846.737969.png
1341839846.769943 depth/1341839846.769943.png
1341839846.805877 depth/1341839846.805877.png
1341839846.837850 depth/1341839846.837850.png
1341839846.869899 depth/1341839846.869899.png
1341839846.906057 depth/1341839846.906057.png
1341839846.938568 depth/1341839846.938568.png
1341839846.969940 depth/1341839846.969940.png
1341839847.006584 depth/1341839847.006584.png
1341839847.037874 depth/1341839847.037874.png
1341839847.073996 depth/1341839847.073996.png
